plateifu,ew_1re,sn3_lier05_class,sn3_lier05_central,sn3_lier05_outer,sn3_lier05_has_sy_annulus,sn3_lier05_last_lier_re,sn2_lier05_class,sn2_lier05_central,sn2_lier05_outer,sn2_lier05_has_sy_annulus,sn2_lier05_last_lier_re,sn3_lier04_class,sn3_lier04_central,sn3_lier04_outer,sn3_lier04_has_sy_annulus,sn3_lier04_last_lier_re,sn3_lier06_class,sn3_lier06_central,sn3_lier06_outer,sn3_lier06_has_sy_annulus,sn3_lier06_last_lier_re,baseline_radial_profile,bpt_figure_path
9025-12701,2.390665944228188,eLIER,LIER,Bad_SNR (Lineless),False,0.46484406,eLIER,LIER,Bad_SNR (Lineless),False,0.62187088,eLIER,LIER,Bad_SNR (Lineless),False,0.46484406,eLIER,LIER,Bad_SNR (Lineless),False,0.46484406,"[{""r"": 0.07747401000000001, ""class"": ""LIER""}, {""r"": 0.15494802000000002, ""class"": ""LIER""}, {""r"": 0.23242203000000003, ""class"": ""LIER""}, {""r"": 0.30989604000000004, ""class"": ""LIER""}, {""r"": 0.38737005, ""class"": ""LIER""}, {""r"": 0.46484406, ""class"": ""LIER""}, {""r"": 0.54231807, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 0.61979208, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 0.69726609, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 0.7747400999999999, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 0.8522141099999999, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/9025/9025-12701.png
9025-12702,1.749390385480551,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/9025/9025-12702.png
9025-12703,0.26442026163447124,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/9025/9025-12703.png
9025-12704,10.127069102081006,cLIER,LIER,SF,False,0.34676796,cLIER,LIER,SF,False,0.35914932,cLIER,LIER,SF,False,0.34676796,cLIER,LIER,SF,False,0.34676796,"[{""r"": 0.17338398, ""class"": ""LIER""}, {""r"": 0.34676796, ""class"": ""LIER""}, {""r"": 0.52015194, ""class"": ""SF""}, {""r"": 0.69353592, ""class"": ""SF""}, {""r"": 0.8669199, ""class"": ""SF""}, {""r"": 1.04030388, ""class"": ""SF""}, {""r"": 1.2136878599999998, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.38707184, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.56045582, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.7338398000000002, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/9025/9025-12704.png
9025-12705,12.959483327504245,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,"[{""r"": 0.21971464, ""class"": ""SF""}, {""r"": 0.43942928, ""class"": ""SF""}, {""r"": 0.65914392, ""class"": ""SF""}, {""r"": 0.87885856, ""class"": ""SF""}, {""r"": 1.0985732, ""class"": ""SF""}, {""r"": 1.31828784, ""class"": ""SF""}, {""r"": 1.53800248, ""class"": ""SF""}, {""r"": 1.7577171200000001, ""class"": ""SF""}, {""r"": 1.9774317600000002, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.1971464000000003, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/9025/9025-12705.png
9025-1901,37.1328636741573,outLIER,SF,SF,False,1.89414547,outLIER,SF,SF,False,2.38328168,outLIER,SF,LIER,False,1.89414547,outLIER,SF,SF,False,1.89414547,"[{""r"": 0.27059221, ""class"": ""SF""}, {""r"": 0.54118442, ""class"": ""SF""}, {""r"": 0.81177663, ""class"": ""SF""}, {""r"": 1.08236884, ""class"": ""SF""}, {""r"": 1.35296105, ""class"": ""SF""}, {""r"": 1.62355326, ""class"": ""SF""}, {""r"": 1.89414547, ""class"": ""LIER""}, {""r"": 2.16473768, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.43532989, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.7059221000000004, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/9025/9025-1901.png
9025-1902,17.512477844117647,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,"[{""r"": 0.12091842, ""class"": ""SF""}, {""r"": 0.24183684, ""class"": ""SF""}, {""r"": 0.36275526, ""class"": ""SF""}, {""r"": 0.48367368, ""class"": ""SF""}, {""r"": 0.6045921, ""class"": ""SF""}, {""r"": 0.7255105199999999, ""class"": ""SF""}, {""r"": 0.8464289399999999, ""class"": ""SF""}, {""r"": 0.9673473599999999, ""class"": ""SF""}, {""r"": 1.08826578, ""class"": ""SF""}, {""r"": 1.2091842, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/9025/9025-1902.png
9025-3701,15.167738230769231,SF,SF,SF,False,nan,outLIER,SF,LIER,False,2.6720148000000004,SF,SF,LIER,False,nan,SF,SF,SF,False,nan,"[{""r"": 0.33583186, ""class"": ""SF""}, {""r"": 0.67166372, ""class"": ""SF""}, {""r"": 1.00749558, ""class"": ""SF""}, {""r"": 1.34332744, ""class"": ""SF""}, {""r"": 1.6791592999999998, ""class"": ""SF""}, {""r"": 2.0149911599999997, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.3508230199999995, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.6866548799999994, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 3.0224867399999993, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 3.358318599999999, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 3.694150459999999, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/9025/9025-3701.png
9025-3702,20.196272348639457,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,"[{""r"": 0.16671544, ""class"": ""SF""}, {""r"": 0.33343088, ""class"": ""SF""}, {""r"": 0.50014632, ""class"": ""SF""}, {""r"": 0.66686176, ""class"": ""SF""}, {""r"": 0.8335771999999999, ""class"": ""SF""}, {""r"": 1.0002926399999998, ""class"": ""SF""}, {""r"": 1.1670080799999998, ""class"": ""SF""}, {""r"": 1.3337235199999997, ""class"": ""SF""}, {""r"": 1.5004389599999997, ""class"": ""SF""}, {""r"": 1.6671543999999996, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.8338698399999995, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/9025/9025-3702.png
9025-3703,10.34313032383107,cLIER,LIER,SF,False,0.42219564,cLIER,LIER,SF,False,0.42219564,cLIER,LIER,SF,False,0.42219564,cLIER,LIER,SF,False,0.42219564,"[{""r"": 0.10554891, ""class"": ""LIER""}, {""r"": 0.21109782, ""class"": ""LIER""}, {""r"": 0.31664673, ""class"": ""LIER""}, {""r"": 0.42219564, ""class"": ""LIER""}, {""r"": 0.52774455, ""class"": ""SF""}, {""r"": 0.63329346, ""class"": ""SF""}, {""r"": 0.73884237, ""class"": ""SF""}, {""r"": 0.84439128, ""class"": ""SF""}, {""r"": 0.94994019, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.0554891, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/9025/9025-3703.png
9025-3704,1.0435829272972972,eLIER,LIER,Bad_SNR (Lineless),False,1.6629697,eLIER,LIER,Bad_SNR (Lineless),False,1.91978085,eLIER,LIER,Bad_SNR (Lineless),False,1.6629697,eLIER,LIER,Bad_SNR (Lineless),False,1.6629697,"[{""r"": 0.33259394000000003, ""class"": ""LIER""}, {""r"": 0.6651878800000001, ""class"": ""LIER""}, {""r"": 0.9977818200000002, ""class"": ""LIER""}, {""r"": 1.3303757600000001, ""class"": ""LIER""}, {""r"": 1.6629697, ""class"": ""LIER""}, {""r"": 1.99556364, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.32815758, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.6607515200000003, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.9933454600000005, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 3.3259394000000007, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/9025/9025-3704.png
9025-6101,1.5152233174242422,cLIER,LIER,Bad_SNR (Lineless),False,0.7654765799999999,cLIER,LIER,Bad_SNR (Lineless),False,0.73417636,eLIER,LIER,Bad_SNR (Lineless),False,0.8930560099999998,cLIER,LIER,Bad_SNR (Lineless),False,0.7654765799999999,"[{""r"": 0.12757943, ""class"": ""LIER""}, {""r"": 0.25515886, ""class"": ""LIER""}, {""r"": 0.38273829, ""class"": ""LIER""}, {""r"": 0.51031772, ""class"": ""LIER""}, {""r"": 0.6378971499999999, ""class"": ""LIER""}, {""r"": 0.7654765799999999, ""class"": ""LIER""}, {""r"": 0.8930560099999998, ""class"": ""SF""}, {""r"": 1.0206354399999997, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.1482148699999997, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.2757942999999996, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.4033737299999995, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/9025/9025-6101.png
9025-6102,0.4345953634369748,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/9025/9025-6102.png
9025-6103,0.9766274210367891,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/9025/9025-6103.png
9025-6104,8.345017432558139,cLIER,LIER,SF,False,0.32885756,cLIER,LIER,SF,False,0.33855102000000004,cLIER,LIER,SF,False,0.49328634,cLIER,LIER,SF,False,0.32885756,"[{""r"": 0.16442878, ""class"": ""LIER""}, {""r"": 0.32885756, ""class"": ""LIER""}, {""r"": 0.49328634, ""class"": ""SF""}, {""r"": 0.65771512, ""class"": ""SF""}, {""r"": 0.8221438999999999, ""class"": ""SF""}, {""r"": 0.9865726799999999, ""class"": ""SF""}, {""r"": 1.1510014599999998, ""class"": ""SF""}, {""r"": 1.3154302399999998, ""class"": ""SF""}, {""r"": 1.4798590199999997, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.6442877999999996, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.8087165799999996, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/9025/9025-6104.png
9025-9101,0.7023970584559005,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/9025/9025-9101.png
9025-9102,25.437786232371796,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,"[{""r"": 0.18478453, ""class"": ""SF""}, {""r"": 0.36956906, ""class"": ""SF""}, {""r"": 0.5543535900000001, ""class"": ""SF""}, {""r"": 0.73913812, ""class"": ""SF""}, {""r"": 0.92392265, ""class"": ""SF""}, {""r"": 1.10870718, ""class"": ""SF""}, {""r"": 1.2934917099999999, ""class"": ""SF""}, {""r"": 1.4782762399999998, ""class"": ""SF""}, {""r"": 1.6630607699999997, ""class"": ""SF""}, {""r"": 1.8478452999999997, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.03262983, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/9025/9025-9102.png
9026-12701,0.7836907004158484,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/9026/9026-12701.png
9026-12702,23.8402547613941,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,"[{""r"": 0.21905017, ""class"": ""SF""}, {""r"": 0.43810034, ""class"": ""SF""}, {""r"": 0.6571505099999999, ""class"": ""SF""}, {""r"": 0.87620068, ""class"": ""SF""}, {""r"": 1.09525085, ""class"": ""SF""}, {""r"": 1.31430102, ""class"": ""SF""}, {""r"": 1.53335119, ""class"": ""SF""}, {""r"": 1.7524013600000001, ""class"": ""SF""}, {""r"": 1.9714515300000002, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.1905017, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/9026/9026-12702.png
9026-12703,11.115244056475582,SF,SF,Bad_SNR (Lineless),False,nan,SF,SF,SF,False,nan,SF,SF,Bad_SNR (Lineless),False,nan,SF,SF,Bad_SNR (Lineless),False,nan,"[{""r"": 0.22475724000000002, ""class"": ""SF""}, {""r"": 0.44951448000000005, ""class"": ""SF""}, {""r"": 0.6742717200000001, ""class"": ""SF""}, {""r"": 0.8990289600000001, ""class"": ""SF""}, {""r"": 1.1237862, ""class"": ""SF""}, {""r"": 1.34854344, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.57330068, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.79805792, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.02281516, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.2475724, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/9026/9026-12703.png
9026-12704,0.45688919282235574,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/9026/9026-12704.png
9026-12705,2.1222820550075188,cLIER,LIER,Bad_SNR (Lineless),False,0.48773796,cLIER,LIER,SF,False,0.8389201999999999,cLIER,LIER,Bad_SNR (Lineless),False,0.48773796,cLIER,LIER,Bad_SNR (Lineless),False,0.48773796,"[{""r"": 0.16257932, ""class"": ""LIER""}, {""r"": 0.32515864, ""class"": ""LIER""}, {""r"": 0.48773796, ""class"": ""LIER""}, {""r"": 0.65031728, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 0.8128966, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 0.9754759199999999, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.13805524, ""class"": ""SF""}, {""r"": 1.30063456, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.46321388, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.6257932000000002, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/9026/9026-12705.png
9026-1901,0.2707523668971186,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/9026/9026-1901.png
9026-1902,4.184210961290322,outLIER,SF,LIER,False,1.8561931500000002,outLIER,SF,LIER,False,2.1213636,outLIER,SF,LIER,False,1.8561931500000002,outLIER,SF,LIER,False,1.8561931500000002,"[{""r"": 0.26517045, ""class"": ""SF""}, {""r"": 0.5303409, ""class"": ""SF""}, {""r"": 0.79551135, ""class"": ""SF""}, {""r"": 1.0606818, ""class"": ""SF""}, {""r"": 1.32585225, ""class"": ""SF""}, {""r"": 1.5910227000000001, ""class"": ""LIER""}, {""r"": 1.8561931500000002, ""class"": ""LIER""}, {""r"": 2.1213636, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.38653405, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.6517044999999997, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.9168749499999995, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/9026/9026-1902.png
9026-3701,105.3503614,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,"[{""r"": 0.42500733999999996, ""class"": ""SF""}, {""r"": 0.8500146799999999, ""class"": ""SF""}, {""r"": 1.2750220199999998, ""class"": ""SF""}, {""r"": 1.7000293599999998, ""class"": ""SF""}, {""r"": 2.1250367, ""class"": ""SF""}, {""r"": 2.55004404, ""class"": ""SF""}, {""r"": 2.97505138, ""class"": ""SF""}, {""r"": 3.40005872, ""class"": ""SF""}, {""r"": 3.82506606, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 4.2500734, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/9026/9026-3701.png
9026-3702,0.7900295666929134,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/9026/9026-3702.png
9026-3703,32.914145066420666,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,"[{""r"": 0.17956403, ""class"": ""SF""}, {""r"": 0.35912806, ""class"": ""SF""}, {""r"": 0.5386920900000001, ""class"": ""SF""}, {""r"": 0.71825612, ""class"": ""SF""}, {""r"": 0.89782015, ""class"": ""SF""}, {""r"": 1.0773841800000001, ""class"": ""SF""}, {""r"": 1.2569482100000002, ""class"": ""SF""}, {""r"": 1.4365122400000003, ""class"": ""SF""}, {""r"": 1.6160762700000004, ""class"": ""SF""}, {""r"": 1.7956403000000005, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/9026/9026-3703.png
9026-3704,8.951938933663367,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,"[{""r"": 0.23095759999999999, ""class"": ""SF""}, {""r"": 0.46191519999999997, ""class"": ""SF""}, {""r"": 0.6928728, ""class"": ""SF""}, {""r"": 0.9238303999999999, ""class"": ""SF""}, {""r"": 1.154788, ""class"": ""SF""}, {""r"": 1.3857456, ""class"": ""SF""}, {""r"": 1.6167032, ""class"": ""SF""}, {""r"": 1.8476607999999999, ""class"": ""SF""}, {""r"": 2.0786184, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.309576, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/9026/9026-3704.png
9026-6101,9.251033990076335,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,"[{""r"": 0.23329854, ""class"": ""SF""}, {""r"": 0.46659708, ""class"": ""SF""}, {""r"": 0.6998956199999999, ""class"": ""SF""}, {""r"": 0.93319416, ""class"": ""SF""}, {""r"": 1.1664927, ""class"": ""SF""}, {""r"": 1.39979124, ""class"": ""SF""}, {""r"": 1.6330897800000002, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.8663883200000002, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.0996868600000003, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.3329854, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/9026/9026-6101.png
9026-6102,34.40446531975561,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,"[{""r"": 0.1812919, ""class"": ""SF""}, {""r"": 0.3625838, ""class"": ""SF""}, {""r"": 0.5438757000000001, ""class"": ""SF""}, {""r"": 0.7251676, ""class"": ""SF""}, {""r"": 0.9064595, ""class"": ""SF""}, {""r"": 1.0877514, ""class"": ""SF""}, {""r"": 1.2690432999999999, ""class"": ""SF""}, {""r"": 1.4503351999999998, ""class"": ""SF""}, {""r"": 1.6316270999999998, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.8129189999999997, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.9942108999999997, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/9026/9026-6102.png
9026-6103,5.957236234177216,SF,SF,SF,False,nan,outLIER,SF,SF,False,1.8240415999999997,SF,SF,SF,False,nan,SF,SF,SF,False,nan,"[{""r"": 0.21027057, ""class"": ""SF""}, {""r"": 0.42054114, ""class"": ""SF""}, {""r"": 0.6308117099999999, ""class"": ""SF""}, {""r"": 0.84108228, ""class"": ""SF""}, {""r"": 1.05135285, ""class"": ""SF""}, {""r"": 1.26162342, ""class"": ""SF""}, {""r"": 1.47189399, ""class"": ""SF""}, {""r"": 1.6821645600000001, ""class"": ""SF""}, {""r"": 1.8924351300000002, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.1027057, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/9026/9026-6103.png
9026-6104,1.643255655313653,eLIER,LIER,LIER,False,1.3206282399999998,eLIER,LIER,LIER,False,1.5344288999999995,eLIER,LIER,LIER,False,1.3206282399999998,eLIER,LIER,LIER,False,1.3206282399999998,"[{""r"": 0.16507853, ""class"": ""LIER""}, {""r"": 0.33015706, ""class"": ""LIER""}, {""r"": 0.49523559, ""class"": ""LIER""}, {""r"": 0.66031412, ""class"": ""LIER""}, {""r"": 0.82539265, ""class"": ""LIER""}, {""r"": 0.9904711799999999, ""class"": ""LIER""}, {""r"": 1.1555497099999998, ""class"": ""LIER""}, {""r"": 1.3206282399999998, ""class"": ""LIER""}, {""r"": 1.4857067699999997, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.6507852999999997, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.8158638299999996, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/9026/9026-6104.png
9026-9101,3.594039495153846,Sy,Sy,SF,True,nan,Sy,Sy,SF,True,nan,Sy,Sy,SF,True,nan,Sy,Sy,SF,True,nan,"[{""r"": 0.21377801999999999, ""class"": ""Sy""}, {""r"": 0.42755603999999997, ""class"": ""Sy""}, {""r"": 0.6413340599999999, ""class"": ""Sy""}, {""r"": 0.8551120799999999, ""class"": ""Sy""}, {""r"": 1.0688901, ""class"": ""SF""}, {""r"": 1.2826681199999999, ""class"": ""SF""}, {""r"": 1.4964461399999998, ""class"": ""SF""}, {""r"": 1.7102241599999997, ""class"": ""SF""}, {""r"": 1.9240021799999996, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.1377801999999995, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.3515582199999994, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/9026/9026-9101.png
9026-9102,0.7316956078485131,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/9026/9026-9102.png
9027-12701,25.692039410064634,SF,SF,SF,False,nan,outLIER,SF,SF,False,1.9076435999999999,SF,SF,SF,False,nan,SF,SF,SF,False,nan,"[{""r"": 0.18854456, ""class"": ""SF""}, {""r"": 0.37708912, ""class"": ""SF""}, {""r"": 0.56563368, ""class"": ""SF""}, {""r"": 0.75417824, ""class"": ""SF""}, {""r"": 0.9427228, ""class"": ""SF""}, {""r"": 1.13126736, ""class"": ""SF""}, {""r"": 1.31981192, ""class"": ""SF""}, {""r"": 1.50835648, ""class"": ""SF""}, {""r"": 1.69690104, ""class"": ""SF""}, {""r"": 1.8854456, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/9027/9027-12701.png
9027-12702,24.22524378473945,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,"[{""r"": 0.20213404000000001, ""class"": ""SF""}, {""r"": 0.40426808000000003, ""class"": ""SF""}, {""r"": 0.60640212, ""class"": ""SF""}, {""r"": 0.8085361600000001, ""class"": ""SF""}, {""r"": 1.0106702, ""class"": ""SF""}, {""r"": 1.21280424, ""class"": ""SF""}, {""r"": 1.41493828, ""class"": ""SF""}, {""r"": 1.6170723200000001, ""class"": ""SF""}, {""r"": 1.8192063600000001, ""class"": ""SF""}, {""r"": 2.0213404, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/9027/9027-12702.png
9027-12703,26.9036804785553,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,"[{""r"": 0.24981493999999999, ""class"": ""SF""}, {""r"": 0.49962987999999997, ""class"": ""SF""}, {""r"": 0.7494448199999999, ""class"": ""SF""}, {""r"": 0.9992597599999999, ""class"": ""SF""}, {""r"": 1.2490747, ""class"": ""SF""}, {""r"": 1.49888964, ""class"": ""SF""}, {""r"": 1.74870458, ""class"": ""SF""}, {""r"": 1.99851952, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.24833446, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.4981494, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/9027/9027-12703.png
