plateifu,ew_1re,sn3_lier05_class,sn3_lier05_central,sn3_lier05_outer,sn3_lier05_has_sy_annulus,sn3_lier05_last_lier_re,sn2_lier05_class,sn2_lier05_central,sn2_lier05_outer,sn2_lier05_has_sy_annulus,sn2_lier05_last_lier_re,sn3_lier04_class,sn3_lier04_central,sn3_lier04_outer,sn3_lier04_has_sy_annulus,sn3_lier04_last_lier_re,sn3_lier06_class,sn3_lier06_central,sn3_lier06_outer,sn3_lier06_has_sy_annulus,sn3_lier06_last_lier_re,baseline_radial_profile,bpt_figure_path
10001-12701,27.557971069930066,SF,SF,SF,False,nan,outLIER,SF,SF,False,2.0817712999999998,outLIER,SF,SF,False,1.91075416,SF,SF,SF,False,nan,"[{""r"": 0.27296488, ""class"": ""SF""}, {""r"": 0.54592976, ""class"": ""SF""}, {""r"": 0.8188946400000001, ""class"": ""SF""}, {""r"": 1.09185952, ""class"": ""SF""}, {""r"": 1.3648244, ""class"": ""SF""}, {""r"": 1.63778928, ""class"": ""SF""}, {""r"": 1.91075416, ""class"": ""SF""}, {""r"": 2.18371904, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.45668392, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.7296488, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/10001/10001-12701.png
10001-12702,10.624853989373296,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,"[{""r"": 0.22410734, ""class"": ""SF""}, {""r"": 0.44821468, ""class"": ""SF""}, {""r"": 0.67232202, ""class"": ""SF""}, {""r"": 0.89642936, ""class"": ""SF""}, {""r"": 1.1205367, ""class"": ""SF""}, {""r"": 1.34464404, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.56875138, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.79285872, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.0169660599999997, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.2410733999999994, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.465180739999999, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/10001/10001-12702.png
10001-12703,13.262028254228856,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,"[{""r"": 0.24912436, ""class"": ""SF""}, {""r"": 0.49824872, ""class"": ""SF""}, {""r"": 0.74737308, ""class"": ""SF""}, {""r"": 0.99649744, ""class"": ""SF""}, {""r"": 1.2456218, ""class"": ""SF""}, {""r"": 1.4947461599999998, ""class"": ""SF""}, {""r"": 1.7438705199999998, ""class"": ""SF""}, {""r"": 1.9929948799999997, ""class"": ""SF""}, {""r"": 2.2421192399999996, ""class"": ""SF""}, {""r"": 2.4912436, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/10001/10001-12703.png
10001-12704,16.662518686160713,SF,SF,SF,False,nan,outLIER,SF,SF,False,1.7283445,SF,SF,SF,False,nan,SF,SF,SF,False,nan,"[{""r"": 0.2916641, ""class"": ""SF""}, {""r"": 0.5833282, ""class"": ""SF""}, {""r"": 0.8749923, ""class"": ""SF""}, {""r"": 1.1666564, ""class"": ""SF""}, {""r"": 1.4583205, ""class"": ""SF""}, {""r"": 1.7499846, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.0416486999999996, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.3333128, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.6249769, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.9166410000000003, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/10001/10001-12704.png
10001-12705,24.84847738565022,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,"[{""r"": 0.26926405, ""class"": ""SF""}, {""r"": 0.5385281, ""class"": ""SF""}, {""r"": 0.8077921499999999, ""class"": ""SF""}, {""r"": 1.0770562, ""class"": ""SF""}, {""r"": 1.3463202499999998, ""class"": ""SF""}, {""r"": 1.6155842999999996, ""class"": ""SF""}, {""r"": 1.8848483499999995, ""class"": ""SF""}, {""r"": 2.1541123999999994, ""class"": ""SF""}, {""r"": 2.4233764499999992, ""class"": ""SF""}, {""r"": 2.692640499999999, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.961904549999999, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/10001/10001-12705.png
10001-1901,12.762126513043482,SF,SF,Bad_SNR (Lineless),False,nan,SF,SF,Bad_SNR (Lineless),False,nan,SF,SF,Bad_SNR (Lineless),False,nan,SF,SF,Bad_SNR (Lineless),False,nan,"[{""r"": 0.25635094999999997, ""class"": ""SF""}, {""r"": 0.5127018999999999, ""class"": ""SF""}, {""r"": 0.7690528499999999, ""class"": ""SF""}, {""r"": 1.0254037999999999, ""class"": ""SF""}, {""r"": 1.2817547499999997, ""class"": ""SF""}, {""r"": 1.5381056999999996, ""class"": ""SF""}, {""r"": 1.7944566499999994, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.0508075999999993, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.307158549999999, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.563509499999999, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.819860449999999, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/10001/10001-1901.png
10001-1902,0.23104058063834643,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/10001/10001-1902.png
10001-3701,0.14860922886206898,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/10001/10001-3701.png
10001-3702,22.98070470319635,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,"[{""r"": 0.14093395, ""class"": ""SF""}, {""r"": 0.2818679, ""class"": ""SF""}, {""r"": 0.42280185000000003, ""class"": ""SF""}, {""r"": 0.5637358, ""class"": ""SF""}, {""r"": 0.70466975, ""class"": ""SF""}, {""r"": 0.8456037, ""class"": ""SF""}, {""r"": 0.9865376499999999, ""class"": ""SF""}, {""r"": 1.1274716, ""class"": ""SF""}, {""r"": 1.26840555, ""class"": ""SF""}, {""r"": 1.4093395, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/10001/10001-3702.png
10001-3703,22.208809192982457,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,"[{""r"": 0.34975255, ""class"": ""SF""}, {""r"": 0.6995051, ""class"": ""SF""}, {""r"": 1.04925765, ""class"": ""SF""}, {""r"": 1.3990102, ""class"": ""SF""}, {""r"": 1.74876275, ""class"": ""SF""}, {""r"": 2.0985153, ""class"": ""SF""}, {""r"": 2.4482678499999997, ""class"": ""SF""}, {""r"": 2.7980203999999995, ""class"": ""SF""}, {""r"": 3.1477729499999993, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 3.497525499999999, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 3.847278049999999, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/10001/10001-3703.png
10001-3704,1.2107086647428573,cLIER,LIER,Bad_SNR (Lineless),False,0.77490028,cLIER,LIER,SF,False,0.85872584,cLIER,LIER,Bad_SNR (Lineless),False,0.9686253499999999,cLIER,LIER,Bad_SNR (Lineless),False,0.77490028,"[{""r"": 0.19372507, ""class"": ""LIER""}, {""r"": 0.38745014, ""class"": ""LIER""}, {""r"": 0.58117521, ""class"": ""LIER""}, {""r"": 0.77490028, ""class"": ""LIER""}, {""r"": 0.9686253499999999, ""class"": ""SF""}, {""r"": 1.1623504199999999, ""class"": ""SF""}, {""r"": 1.3560754899999998, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.5498005599999998, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.7435256299999997, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.9372506999999997, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.1309757699999996, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/10001/10001-3704.png
10001-6101,0.38382247357812505,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/10001/10001-6101.png
10001-6102,9.853817939202656,Sy,Sy,SF,True,nan,Sy,Sy,SF,True,nan,Sy,Sy,SF,True,nan,Sy,Sy,SF,True,nan,"[{""r"": 0.23922992, ""class"": ""Sy""}, {""r"": 0.47845984, ""class"": ""Sy""}, {""r"": 0.7176897600000001, ""class"": ""Sy""}, {""r"": 0.95691968, ""class"": ""SF""}, {""r"": 1.1961496, ""class"": ""SF""}, {""r"": 1.4353795200000001, ""class"": ""SF""}, {""r"": 1.6746094400000002, ""class"": ""SF""}, {""r"": 1.9138393600000003, ""class"": ""SF""}, {""r"": 2.1530692800000004, ""class"": ""SF""}, {""r"": 2.3922992000000005, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/10001/10001-6102.png
10001-6103,0.3381481503035714,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/10001/10001-6103.png
10001-6104,0.9258788200215384,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/10001/10001-6104.png
10001-9101,25.756414271634615,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,"[{""r"": 0.2883657, ""class"": ""SF""}, {""r"": 0.5767314, ""class"": ""SF""}, {""r"": 0.8650971000000001, ""class"": ""SF""}, {""r"": 1.1534628, ""class"": ""SF""}, {""r"": 1.4418285, ""class"": ""SF""}, {""r"": 1.7301942, ""class"": ""SF""}, {""r"": 2.0185599, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.3069256, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.5952913, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.883657, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/10001/10001-9101.png
10001-9102,1.0128036556872038,eLIER,LIER,Bad_SNR (Lineless),False,0.5977616400000001,eLIER,LIER,Bad_SNR (Lineless),False,0.7280328300000001,eLIER,LIER,Bad_SNR (Lineless),False,0.5977616400000001,eLIER,LIER,Bad_SNR (Lineless),False,0.5977616400000001,"[{""r"": 0.08539452, ""class"": ""LIER""}, {""r"": 0.17078904, ""class"": ""LIER""}, {""r"": 0.25618356, ""class"": ""LIER""}, {""r"": 0.34157808, ""class"": ""LIER""}, {""r"": 0.42697260000000004, ""class"": ""LIER""}, {""r"": 0.5123671200000001, ""class"": ""LIER""}, {""r"": 0.5977616400000001, ""class"": ""LIER""}, {""r"": 0.6831561600000001, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 0.7685506800000002, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 0.8539452000000002, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/10001/10001-9102.png
10141-12701,59.39737433333333,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,"[{""r"": 1.5952701, ""class"": ""SF""}, {""r"": 3.1905402, ""class"": ""SF""}, {""r"": 4.7858103, ""class"": ""SF""}, {""r"": 6.3810804, ""class"": ""SF""}, {""r"": 7.976350500000001, ""class"": ""SF""}, {""r"": 9.571620600000001, ""class"": ""SF""}, {""r"": 11.166890700000002, ""class"": ""SF""}, {""r"": 12.762160800000002, ""class"": ""SF""}, {""r"": 14.357430900000002, ""class"": ""SF""}, {""r"": 15.952701000000003, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/10141/10141-12701.png
10141-12702,5.805282766666667,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/10141/10141-12702.png
10141-12703,55.52364355555555,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,"[{""r"": 1.56927, ""class"": ""SF""}, {""r"": 3.13854, ""class"": ""SF""}, {""r"": 4.70781, ""class"": ""SF""}, {""r"": 6.27708, ""class"": ""SF""}, {""r"": 7.846349999999999, ""class"": ""SF""}, {""r"": 9.415619999999999, ""class"": ""SF""}, {""r"": 10.984889999999998, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 12.554159999999998, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 14.123429999999997, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 15.692699999999997, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 17.261969999999998, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/10141/10141-12703.png
10141-12704,1.5811289222222222,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/10141/10141-12704.png
10141-12705,4.888809822222222,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),SF,False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/10141/10141-12705.png
10141-1901,nan,ERROR: MarvinError,,,False,nan,ERROR: MarvinError,,,False,nan,ERROR: MarvinError,,,False,nan,ERROR: MarvinError,,,False,nan,,
10141-1902,nan,ERROR: MarvinError,,,False,nan,ERROR: MarvinError,,,False,nan,ERROR: MarvinError,,,False,nan,ERROR: MarvinError,,,False,nan,,
10141-3701,nan,ERROR: MarvinError,,,False,nan,ERROR: MarvinError,,,False,nan,ERROR: MarvinError,,,False,nan,ERROR: MarvinError,,,False,nan,,
10141-3702,nan,ERROR: MarvinError,,,False,nan,ERROR: MarvinError,,,False,nan,ERROR: MarvinError,,,False,nan,ERROR: MarvinError,,,False,nan,,
10141-3703,nan,ERROR: MarvinError,,,False,nan,ERROR: MarvinError,,,False,nan,ERROR: MarvinError,,,False,nan,ERROR: MarvinError,,,False,nan,,
10141-3704,nan,ERROR: MarvinError,,,False,nan,ERROR: MarvinError,,,False,nan,ERROR: MarvinError,,,False,nan,ERROR: MarvinError,,,False,nan,,
10141-6101,nan,ERROR: MarvinError,,,False,nan,ERROR: MarvinError,,,False,nan,ERROR: MarvinError,,,False,nan,ERROR: MarvinError,,,False,nan,,
10141-6102,nan,ERROR: MarvinError,,,False,nan,ERROR: MarvinError,,,False,nan,ERROR: MarvinError,,,False,nan,ERROR: MarvinError,,,False,nan,,
10141-6103,nan,ERROR: MarvinError,,,False,nan,ERROR: MarvinError,,,False,nan,ERROR: MarvinError,,,False,nan,ERROR: MarvinError,,,False,nan,,
10141-6104,nan,ERROR: MarvinError,,,False,nan,ERROR: MarvinError,,,False,nan,ERROR: MarvinError,,,False,nan,ERROR: MarvinError,,,False,nan,,
10141-9101,28.595477,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/10141/10141-9101.png
10141-9102,1.5534272666666666,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/10141/10141-9102.png
10142-12701,4.476723522222223,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,"[{""r"": 1.5890492999999999, ""class"": ""SF""}, {""r"": 3.1780985999999998, ""class"": ""SF""}, {""r"": 4.767147899999999, ""class"": ""SF""}, {""r"": 6.3561971999999995, ""class"": ""SF""}, {""r"": 7.9452465, ""class"": ""SF""}, {""r"": 9.534295799999999, ""class"": ""SF""}, {""r"": 11.123345099999998, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 12.712394399999997, ""class"": ""SF""}, {""r"": 14.301443699999997, ""class"": ""SF""}, {""r"": 15.890492999999996, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 17.479542299999995, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/10142/10142-12701.png
10142-12702,4.705005622222222,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/10142/10142-12702.png
10142-12703,86.15352477777778,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,"[{""r"": 1.5890027999999998, ""class"": ""SF""}, {""r"": 3.1780055999999997, ""class"": ""SF""}, {""r"": 4.7670084, ""class"": ""SF""}, {""r"": 6.356011199999999, ""class"": ""SF""}, {""r"": 7.945013999999999, ""class"": ""SF""}, {""r"": 9.534016799999998, ""class"": ""SF""}, {""r"": 11.123019599999997, ""class"": ""SF""}, {""r"": 12.712022399999997, ""class"": ""SF""}, {""r"": 14.301025199999996, ""class"": ""SF""}, {""r"": 15.890027999999996, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 17.479030799999997, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/10142/10142-12703.png
10142-12704,19.854917,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),SF,False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/10142/10142-12704.png
10142-12705,3.429093088888889,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/10142/10142-12705.png
10142-9101,10.886023388888889,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/10142/10142-9101.png
10142-9102,3.2222029222222224,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/10142/10142-9102.png
10143-12701,2.3302327000000003,Bad_SNR (Lineless),Bad_SNR (Lineless),SF,False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),SF,False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),SF,False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),SF,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/10143/10143-12701.png
10143-12702,4.059438922222223,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/10143/10143-12702.png
10143-12703,33.544989888888885,Bad_SNR (Lineless),Bad_SNR (Lineless),SF,False,nan,SF,SF,SF,False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),SF,False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),SF,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/10143/10143-12703.png
10143-12704,5.138327477777778,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),SF,False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/10143/10143-12704.png
10143-12705,8.376116522222222,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/10143/10143-12705.png
10143-9101,28.439432999999998,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,SF,SF,Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/10143/10143-9101.png
10143-9102,4.9917274111111105,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/10143/10143-9102.png
10144-12701,3.3690475777777773,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),SF,False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/10144/10144-12701.png
10144-12702,20.00960511111111,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,SF,SF,SF,False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/10144/10144-12702.png
10144-12703,29.521744777777783,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),SF,False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/10144/10144-12703.png
10144-12704,7.864424622222223,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/10144/10144-12704.png
