mangaid,plateifu,ewha_1re,classification,classification_in_1psf,classification_out_1psf,last_lier_re,sy_annulus_flag,baseline_radial_profile,log_sersic_mass,log_elpetro_mass,phi,nsa_sersic_absmag [FNugriz]
1-613473,10509-12703,22.617951912638173,SF,SF,SF,,False,"[{""r"": 0.090103734, ""class"": ""SF""}, {""r"": 0.180207468, ""class"": ""SF""}, {""r"": 0.27031120200000003, ""class"": ""SF""}, {""r"": 0.360414936, ""class"": ""SF""}, {""r"": 0.45051867, ""class"": ""SF""}, {""r"": 0.5406224040000001, ""class"": ""SF""}, {""r"": 0.6307261380000001, ""class"": ""SF""}, {""r"": 0.7208298720000001, ""class"": ""SF""}, {""r"": 0.8109336060000002, ""class"": ""SF""}, {""r"": 0.9010373400000002, ""class"": ""Bad_SNR (Lineless)""}]",10.437449305249805,10.35381048012457,91.1719,[-15.933  -16.931  -18.6097 -20.0416 -20.7856 -21.1748 -21.4656]
1-576122,10509-12704,0.9545330934102984,Lineless,Lineless,Lineless,,False,,11.450876995165334,11.253338005326107,109.384,[-16.3519 -17.5443 -20.8342 -22.4137 -23.2137 -23.6453 -23.8021]
1-278185,10509-12705,2.1006834067384617,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),,False,,10.550083972018989,10.368848221903875,129.207,[-14.7675 -16.2817 -18.4565 -20.2184 -20.9946 -21.3401 -21.5306]
1-173724,10509-1901,39.27169583838383,SF,SF,SF,,False,"[{""r"": 0.19186637, ""class"": ""SF""}, {""r"": 0.38373274, ""class"": ""SF""}, {""r"": 0.57559911, ""class"": ""SF""}, {""r"": 0.76746548, ""class"": ""SF""}, {""r"": 0.9593318500000001, ""class"": ""SF""}, {""r"": 1.1511982200000002, ""class"": ""SF""}, {""r"": 1.3430645900000002, ""class"": ""SF""}, {""r"": 1.5349309600000003, ""class"": ""SF""}, {""r"": 1.7267973300000004, ""class"": ""SF""}, {""r"": 1.9186637000000004, ""class"": ""Bad_SNR (Lineless)""}]",9.689359479456579,9.725070801902737,157.587,[-15.8759 -16.6578 -17.8039 -18.8121 -19.2937 -19.5601 -19.7397]
1-278195,10509-1902,28.781066270833332,SF,SF,SF,,False,"[{""r"": 0.18722918, ""class"": ""SF""}, {""r"": 0.37445836, ""class"": ""SF""}, {""r"": 0.56168754, ""class"": ""SF""}, {""r"": 0.74891672, ""class"": ""SF""}, {""r"": 0.9361459, ""class"": ""SF""}, {""r"": 1.12337508, ""class"": ""SF""}, {""r"": 1.3106042599999999, ""class"": ""SF""}, {""r"": 1.49783344, ""class"": ""SF""}, {""r"": 1.68506262, ""class"": ""SF""}, {""r"": 1.8722918000000002, ""class"": ""SF""}]",8.860944995444065,8.936221098315139,79.8403,[-15.484  -15.7495 -16.3968 -17.2875 -17.7193 -17.8239 -17.9074]
1-278159,10509-3701,15.800205603947369,SF,SF,SF,,False,"[{""r"": 0.19632266, ""class"": ""SF""}, {""r"": 0.39264532, ""class"": ""SF""}, {""r"": 0.5889679800000001, ""class"": ""SF""}, {""r"": 0.78529064, ""class"": ""SF""}, {""r"": 0.9816133, ""class"": ""SF""}, {""r"": 1.1779359600000001, ""class"": ""SF""}, {""r"": 1.3742586200000002, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.5705812800000003, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.7669039400000004, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.9632266000000005, ""class"": ""Bad_SNR (Lineless)""}]",9.286402572568363,9.246328670469612,111.106,[-15.199  -15.3858 -16.362  -17.6126 -18.3245 -18.6021 -18.3842]
1-277533,10509-3702,0.1311338676342857,Lineless,Lineless,Lineless,,False,,10.32361506403128,10.210960255416811,169.424,[-13.7944 -14.75   -17.9163 -19.5947 -20.3587 -20.8272 -21.027 ]
1-278183,10509-3703,38.439558125984256,outLIER,SF,SF,1.9896156000000005,False,"[{""r"": 0.19896156, ""class"": ""SF""}, {""r"": 0.39792312, ""class"": ""SF""}, {""r"": 0.5968846800000001, ""class"": ""SF""}, {""r"": 0.79584624, ""class"": ""SF""}, {""r"": 0.9948078, ""class"": ""SF""}, {""r"": 1.1937693600000001, ""class"": ""SF""}, {""r"": 1.3927309200000002, ""class"": ""SF""}, {""r"": 1.5916924800000003, ""class"": ""SF""}, {""r"": 1.7906540400000004, ""class"": ""SF""}, {""r"": 1.9896156000000005, ""class"": ""LIER""}]",9.25331134580641,9.293019846273317,57.4756,[-16.6706 -16.8804 -17.51   -18.3789 -18.7295 -18.8594 -19.0005]
1-278191,10509-3704,17.06626775859375,SF,SF,SF,,False,"[{""r"": 0.19093791, ""class"": ""SF""}, {""r"": 0.38187582, ""class"": ""SF""}, {""r"": 0.57281373, ""class"": ""SF""}, {""r"": 0.76375164, ""class"": ""SF""}, {""r"": 0.9546895499999999, ""class"": ""SF""}, {""r"": 1.1456274599999998, ""class"": ""SF""}, {""r"": 1.3365653699999998, ""class"": ""SF""}, {""r"": 1.5275032799999997, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.7184411899999996, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.9093790999999996, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.1003170099999995, ""class"": ""Bad_SNR (Lineless)""}]",10.306373552561661,10.276431931038628,167.855,[-14.9409 -16.6647 -18.3244 -19.7296 -20.4815 -20.8635 -21.1145]
1-277489,10509-6101,32.88957882986111,SF,SF,SF,,False,"[{""r"": 0.31041236, ""class"": ""SF""}, {""r"": 0.62082472, ""class"": ""SF""}, {""r"": 0.93123708, ""class"": ""SF""}, {""r"": 1.24164944, ""class"": ""SF""}, {""r"": 1.5520618, ""class"": ""SF""}, {""r"": 1.8624741599999999, ""class"": ""SF""}, {""r"": 2.17288652, ""class"": ""SF""}, {""r"": 2.48329888, ""class"": ""SF""}, {""r"": 2.79371124, ""class"": ""SF""}, {""r"": 3.1041236, ""class"": ""Bad_SNR (Lineless)""}]",10.001257631312232,9.996537501400628,163.486,[-17.8347 -18.338  -19.1583 -20.1825 -20.6691 -20.8186 -21.0308]
1-588259,10509-6102,59.77574234593023,SF,SF,SF,,False,"[{""r"": 0.17624882, ""class"": ""SF""}, {""r"": 0.35249764, ""class"": ""SF""}, {""r"": 0.52874646, ""class"": ""SF""}, {""r"": 0.70499528, ""class"": ""SF""}, {""r"": 0.8812441, ""class"": ""SF""}, {""r"": 1.05749292, ""class"": ""SF""}, {""r"": 1.2337417400000001, ""class"": ""SF""}, {""r"": 1.4099905600000002, ""class"": ""SF""}, {""r"": 1.5862393800000003, ""class"": ""SF""}, {""r"": 1.7624882000000004, ""class"": ""Bad_SNR (Lineless)""}]",9.509139323179816,9.428163962081642,65.3943,[-16.8924 -17.1365 -17.954  -18.803  -19.2023 -19.3585 -19.4757]
1-173676,10509-6103,27.360372090243903,SF,SF,SF,,False,"[{""r"": 0.20825143000000002, ""class"": ""SF""}, {""r"": 0.41650286000000003, ""class"": ""SF""}, {""r"": 0.62475429, ""class"": ""SF""}, {""r"": 0.8330057200000001, ""class"": ""SF""}, {""r"": 1.04125715, ""class"": ""SF""}, {""r"": 1.24950858, ""class"": ""SF""}, {""r"": 1.45776001, ""class"": ""SF""}, {""r"": 1.6660114400000001, ""class"": ""SF""}, {""r"": 1.8742628700000001, ""class"": ""SF""}, {""r"": 2.0825143, ""class"": ""Bad_SNR (Lineless)""}]",9.44118279014402,9.404368396171279,141.419,[-15.7556 -16.1473 -17.2339 -18.3423 -18.8468 -19.164  -19.4071]
1-173966,10509-6104,25.460876639013453,SF,SF,SF,,False,"[{""r"": 0.24412630000000002, ""class"": ""SF""}, {""r"": 0.48825260000000004, ""class"": ""SF""}, {""r"": 0.7323789, ""class"": ""SF""}, {""r"": 0.9765052000000001, ""class"": ""SF""}, {""r"": 1.2206315, ""class"": ""SF""}, {""r"": 1.4647578, ""class"": ""SF""}, {""r"": 1.7088841000000001, ""class"": ""SF""}, {""r"": 1.9530104000000001, ""class"": ""SF""}, {""r"": 2.1971367, ""class"": ""SF""}, {""r"": 2.441263, ""class"": ""Bad_SNR (Lineless)""}]",9.542348561277063,9.614482751988167,169.058,[-16.0479 -16.6972 -17.7218 -18.847  -19.2555 -19.5338 -19.6761]
1-576127,10509-9101,17.47302563715953,SF,SF,SF,,False,"[{""r"": 0.20712082, ""class"": ""SF""}, {""r"": 0.41424164, ""class"": ""SF""}, {""r"": 0.6213624600000001, ""class"": ""SF""}, {""r"": 0.82848328, ""class"": ""SF""}, {""r"": 1.0356041, ""class"": ""SF""}, {""r"": 1.2427249200000001, ""class"": ""SF""}, {""r"": 1.4498457400000002, ""class"": ""SF""}, {""r"": 1.6569665600000003, ""class"": ""SF""}, {""r"": 1.8640873800000004, ""class"": ""SF""}, {""r"": 2.0712082000000005, ""class"": ""Bad_SNR (Lineless)""}]",11.090917284820254,10.864930340640754,125.427,[-18.3802 -19.183  -20.4061 -21.7756 -22.4859 -22.8092 -23.0201]
1-278209,10509-9102,0.429463554502924,Lineless,Lineless,Lineless,,False,,10.932246918487962,10.97839190433269,132.396,[-15.2607 -17.0279 -19.2661 -21.0744 -21.9231 -22.2994 -22.5697]
1-189134,10510-12701,0.373428169106532,Lineless,Lineless,Lineless,,False,,10.99832604721149,10.85974936343955,148.792,[-14.2544 -16.0349 -19.3581 -21.2454 -22.0947 -22.4762 -22.7045]
1-189066,10510-12702,0.3930164774722045,Lineless,Lineless,Lineless,,False,,10.591397438560167,10.693821885518092,127.724,[-14.9685 -16.7677 -19.0844 -20.6411 -21.3176 -21.6849 -21.725 ]
1-241291,10510-12703,14.793752523830252,SF,SF,SF,,False,"[{""r"": 0.13561314, ""class"": ""SF""}, {""r"": 0.27122628, ""class"": ""SF""}, {""r"": 0.40683941999999995, ""class"": ""SF""}, {""r"": 0.54245256, ""class"": ""SF""}, {""r"": 0.6780657, ""class"": ""SF""}, {""r"": 0.81367884, ""class"": ""SF""}, {""r"": 0.94929198, ""class"": ""SF""}, {""r"": 1.08490512, ""class"": ""SF""}, {""r"": 1.22051826, ""class"": ""SF""}, {""r"": 1.3561314, ""class"": ""Bad_SNR (Lineless)""}]",9.332387957621007,9.121415383601613,105.299,[-16.0818 -16.418  -17.3258 -18.3469 -18.7471 -18.9376 -19.0284]
1-189584,10510-12704,37.481988400782704,Sy,Sy,SF,,True,"[{""r"": 0.09847726999999999, ""class"": ""Sy""}, {""r"": 0.19695453999999998, ""class"": ""Sy""}, {""r"": 0.29543180999999996, ""class"": ""SF""}, {""r"": 0.39390907999999997, ""class"": ""SF""}, {""r"": 0.49238635, ""class"": ""SF""}, {""r"": 0.5908636199999999, ""class"": ""SF""}, {""r"": 0.6893408899999999, ""class"": ""SF""}, {""r"": 0.7878181599999998, ""class"": ""SF""}, {""r"": 0.8862954299999998, ""class"": ""SF""}, {""r"": 0.9847726999999997, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.0832499699999998, ""class"": ""Bad_SNR (Lineless)""}]",9.735338564330524,9.666767815203459,11.1973,[-16.4647 -16.9136 -17.8873 -18.9111 -19.4623 -19.7118 -19.9207]
1-189495,10510-12705,1.7284095479836066,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),,False,,11.06401223431053,10.75127525383789,143.391,[-16.4084 -17.5903 -19.5921 -21.3157 -22.2574 -22.6858 -22.9593]
1-189283,10510-1901,0.4581772152173913,Lineless,Lineless,Lineless,,False,,9.617634535238102,9.543709293058937,94.6085,[-10.7646 -12.5482 -15.9079 -17.7306 -18.6475 -19.1912 -19.1288]
58-46,10510-1902,30.81972627272727,SF,SF,Bad_SNR (Lineless),,True,"[{""r"": 0.30466652, ""class"": ""SF""}, {""r"": 0.60933304, ""class"": ""SF""}, {""r"": 0.9139995599999999, ""class"": ""SF""}, {""r"": 1.21866608, ""class"": ""SF""}, {""r"": 1.5233326, ""class"": ""SF""}, {""r"": 1.82799912, ""class"": ""SF""}, {""r"": 2.13266564, ""class"": ""Sy""}, {""r"": 2.43733216, ""class"": ""SF""}, {""r"": 2.74199868, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 3.0466652, ""class"": ""Bad_SNR (Lineless)""}]",,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
1-189075,10510-3701,0.2639921305230769,Lineless,Lineless,Lineless,,False,,10.1449227485866,10.114747722102978,98.301,[-14.182  -15.9873 -17.9977 -19.6657 -20.2982 -20.5674 -20.8736]
1-189212,10510-3702,0.4360313199444444,Lineless,Lineless,Lineless,,False,,11.13362512004075,11.022745830391717,141.346,[-16.403  -10.1885 -19.7673 -21.7924 -22.4002 -22.7412 -23.0233]
1-241570,10510-3703,0.3772852662903225,Lineless,Lineless,Lineless,,False,,10.67096907469322,10.569346984863774,2.06906,[-15.1021 -15.4002 -18.6374 -20.4789 -21.2571 -21.6349 -21.9099]
1-189376,10510-3704,3.957487891999999,cLIER,LIER,LIER,1.9307356,True,"[{""r"": 0.24134194999999997, ""class"": ""LIER""}, {""r"": 0.48268389999999994, ""class"": ""LIER""}, {""r"": 0.7240258499999999, ""class"": ""LIER""}, {""r"": 0.9653677999999999, ""class"": ""LIER""}, {""r"": 1.20670975, ""class"": ""Sy""}, {""r"": 1.4480517, ""class"": ""SF""}, {""r"": 1.68939365, ""class"": ""SF""}, {""r"": 1.9307356, ""class"": ""LIER""}, {""r"": 2.17207755, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.4134195, ""class"": ""Bad_SNR (Lineless)""}]",9.65011413645341,9.562159581042156,7.70407,[-13.8937 -14.8572 -16.7906 -18.1797 -18.8422 -19.1727 -19.3683]
1-189473,10510-6101,5.691625626174497,SF,SF,SF,,False,"[{""r"": 0.35343652, ""class"": ""LIER""}, {""r"": 0.70687304, ""class"": ""SF""}, {""r"": 1.0603095599999999, ""class"": ""SF""}, {""r"": 1.41374608, ""class"": ""SF""}, {""r"": 1.7671826, ""class"": ""SF""}, {""r"": 2.1206191199999997, ""class"": ""SF""}, {""r"": 2.4740556399999996, ""class"": ""SF""}, {""r"": 2.8274921599999994, ""class"": ""SF""}, {""r"": 3.180928679999999, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 3.534365199999999, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 3.887801719999999, ""class"": ""Bad_SNR (Lineless)""}]",10.357002399339553,10.138656306766855,60.8035,[-16.6727 -17.0366 -18.3332 -19.8875 -20.6111 -20.9626 -21.2336]
1-189101,10510-6102,0.3084701343161993,Lineless,Lineless,Lineless,,False,,11.036588976755404,10.850320851868613,152.776,[-14.8613 -16.6388 -19.695  -21.4969 -22.2239 -22.5456 -22.7966]
1-617445,10510-6103,7.562170720559999,cLIER,LIER,LIER,0.7435529200000001,False,"[{""r"": 0.09294411500000001, ""class"": ""LIER""}, {""r"": 0.18588823000000002, ""class"": ""LIER""}, {""r"": 0.27883234500000004, ""class"": ""LIER""}, {""r"": 0.37177646000000003, ""class"": ""LIER""}, {""r"": 0.464720575, ""class"": ""LIER""}, {""r"": 0.5576646900000001, ""class"": ""LIER""}, {""r"": 0.6506088050000001, ""class"": ""LIER""}, {""r"": 0.7435529200000001, ""class"": ""LIER""}, {""r"": 0.836497035, ""class"": ""SF""}, {""r"": 0.92944115, ""class"": ""Bad_SNR (Lineless)""}]",10.984763073493996,10.646043789129529,17.4111,[-15.354  -17.1487 -19.7884 -21.4586 -22.1583 -22.5018 -22.7641]
1-618223,10510-6104,0.3131508634656357,Lineless,Lineless,Lineless,,False,,10.960428915807736,10.968398416347874,120.547,[-15.6308 -16.5492 -19.3168 -21.2048 -21.9932 -22.3623 -22.6661]
1-188593,10510-9101,7.752421381165918,cLIER,LIER,Bad_SNR (Lineless),0.79542065,False,"[{""r"": 0.15908413, ""class"": ""LIER""}, {""r"": 0.31816826, ""class"": ""SF""}, {""r"": 0.47725238999999997, ""class"": ""SF""}, {""r"": 0.63633652, ""class"": ""SF""}, {""r"": 0.79542065, ""class"": ""LIER""}, {""r"": 0.9545047799999999, ""class"": ""SF""}, {""r"": 1.1135889099999998, ""class"": ""SF""}, {""r"": 1.27267304, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.43175717, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.5908413000000001, ""class"": ""Bad_SNR (Lineless)""}]",9.005566571133294,8.872961739138402,114.651,[-13.5648 -14.0125 -15.4007 -16.5961 -17.2896 -17.6229 -17.6538]
1-189083,10510-9102,1.297967013452055,eLIER,LIER,Bad_SNR (Lineless),0.8602588800000001,False,"[{""r"": 0.14337648, ""class"": ""LIER""}, {""r"": 0.28675296, ""class"": ""LIER""}, {""r"": 0.43012944, ""class"": ""LIER""}, {""r"": 0.57350592, ""class"": ""LIER""}, {""r"": 0.7168824, ""class"": ""LIER""}, {""r"": 0.8602588800000001, ""class"": ""LIER""}, {""r"": 1.00363536, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.14701184, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.29038832, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.4337647999999998, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.5771412799999998, ""class"": ""Bad_SNR (Lineless)""}]",11.189678364320223,10.96925511907629,179.271,[-15.3197 -17.1181 -20.0297 -21.7757 -22.5862 -22.9933 -23.3017]
1-76456,10511-12701,10.661885943196545,SF,SF,Bad_SNR (Lineless),,False,"[{""r"": 0.14529339, ""class"": ""SF""}, {""r"": 0.29058678, ""class"": ""SF""}, {""r"": 0.43588017, ""class"": ""SF""}, {""r"": 0.58117356, ""class"": ""SF""}, {""r"": 0.72646695, ""class"": ""SF""}, {""r"": 0.8717603399999999, ""class"": ""SF""}, {""r"": 1.01705373, ""class"": ""SF""}, {""r"": 1.16234712, ""class"": ""SF""}, {""r"": 1.30764051, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.4529339, ""class"": ""Bad_SNR (Lineless)""}]",9.830038556212545,9.825926987784811,23.8349,[-14.0777 -15.2338 -17.1732 -18.6296 -19.3842 -19.7333 -20.0512]
1-76419,10511-12702,3.1386122531410257,eLIER,LIER,Bad_SNR (Lineless),0.45890766,False,"[{""r"": 0.07648461, ""class"": ""LIER""}, {""r"": 0.15296922, ""class"": ""LIER""}, {""r"": 0.22945382999999997, ""class"": ""LIER""}, {""r"": 0.30593844, ""class"": ""LIER""}, {""r"": 0.38242305, ""class"": ""LIER""}, {""r"": 0.45890766, ""class"": ""LIER""}, {""r"": 0.53539227, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 0.61187688, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 0.6883614899999999, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 0.7648460999999999, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 0.8413307099999998, ""class"": ""Bad_SNR (Lineless)""}]",11.157813244958229,10.928552026787129,172.302,[-14.6256 -16.4196 -19.6709 -21.6004 -22.4593 -22.8447 -23.2585]
1-213922,10511-12703,1.5330020982608694,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),,False,,11.05257082949527,10.866458068929669,104.55,[-14.3346 -16.1195 -19.6048 -21.3206 -22.2321 -22.5996 -22.8967]
1-213726,10511-12704,18.39286223970037,SF,SF,SF,,False,"[{""r"": 0.29156002999999997, ""class"": ""SF""}, {""r"": 0.5831200599999999, ""class"": ""SF""}, {""r"": 0.8746800899999999, ""class"": ""SF""}, {""r"": 1.1662401199999999, ""class"": ""SF""}, {""r"": 1.4578001499999997, ""class"": ""SF""}, {""r"": 1.7493601799999996, ""class"": ""SF""}, {""r"": 2.0409202099999995, ""class"": ""SF""}, {""r"": 2.3324802399999993, ""class"": ""SF""}, {""r"": 2.624040269999999, ""class"": ""SF""}, {""r"": 2.915600299999999, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 3.207160329999999, ""class"": ""Bad_SNR (Lineless)""}]",10.389389378398823,10.3001235463671,153.512,[-17.4909 -18.1182 -19.1759 -20.408  -21.041  -21.2946 -21.5461]
1-585278,10511-12705,15.383142996365525,SF,SF,SF,,False,"[{""r"": 0.22858082999999998, ""class"": ""SF""}, {""r"": 0.45716165999999997, ""class"": ""SF""}, {""r"": 0.68574249, ""class"": ""SF""}, {""r"": 0.9143233199999999, ""class"": ""SF""}, {""r"": 1.14290415, ""class"": ""SF""}, {""r"": 1.37148498, ""class"": ""SF""}, {""r"": 1.60006581, ""class"": ""SF""}, {""r"": 1.82864664, ""class"": ""SF""}, {""r"": 2.05722747, ""class"": ""SF""}, {""r"": 2.2858083, ""class"": ""Bad_SNR (Lineless)""}]",10.390580111685646,10.24769591637086,24.9566,[-17.4231 -17.7966 -18.8778 -20.1029 -20.7964 -21.1519 -21.4296]
1-213789,10511-1901,31.51598873634204,SF,SF,SF,,False,"[{""r"": 0.10370299000000001, ""class"": ""SF""}, {""r"": 0.20740598000000002, ""class"": ""SF""}, {""r"": 0.31110897000000004, ""class"": ""SF""}, {""r"": 0.41481196000000004, ""class"": ""SF""}, {""r"": 0.51851495, ""class"": ""SF""}, {""r"": 0.6222179400000001, ""class"": ""SF""}, {""r"": 0.7259209300000001, ""class"": ""SF""}, {""r"": 0.8296239200000002, ""class"": ""SF""}, {""r"": 0.9333269100000002, ""class"": ""SF""}, {""r"": 1.0370299000000003, ""class"": ""Bad_SNR (Lineless)""}]",8.816757505151056,8.519717766083154,112.729,[-15.5223 -16.0647 -16.9341 -17.7522 -18.078  -18.1792 -18.2692]
1-76480,10511-1902,0.1775534504888888,Lineless,Lineless,Lineless,,False,,9.696636798246022,9.648711208298883,134.042,[-12.4809 -14.2802 -16.7424 -18.3024 -19.0213 -19.3345 -19.607 ]
1-76417,10511-3701,17.157162560646388,SF,SF,SF,,False,"[{""r"": 0.17171386, ""class"": ""SF""}, {""r"": 0.34342772, ""class"": ""SF""}, {""r"": 0.51514158, ""class"": ""SF""}, {""r"": 0.68685544, ""class"": ""SF""}, {""r"": 0.8585693, ""class"": ""SF""}, {""r"": 1.03028316, ""class"": ""SF""}, {""r"": 1.2019970199999999, ""class"": ""SF""}, {""r"": 1.37371088, ""class"": ""SF""}, {""r"": 1.54542474, ""class"": ""SF""}, {""r"": 1.7171386000000002, ""class"": ""Bad_SNR (Lineless)""}]",9.831533849693505,9.698933522067263,157.048,[-15.6148 -16.4892 -17.9198 -19.1182 -19.6906 -19.9483 -20.1559]
1-213739,10511-3702,0.1263191153259321,Lineless,Lineless,Lineless,,False,,9.531041848030055,9.334337119380454,155.985,[-11.8602 -13.6463 -16.2567 -17.834  -18.5568 -18.8918 -19.1324]
1-214312,10511-3703,17.681632913733907,SF,SF,SF,,False,"[{""r"": 0.18867861, ""class"": ""SF""}, {""r"": 0.37735722, ""class"": ""SF""}, {""r"": 0.56603583, ""class"": ""SF""}, {""r"": 0.75471444, ""class"": ""SF""}, {""r"": 0.94339305, ""class"": ""SF""}, {""r"": 1.13207166, ""class"": ""SF""}, {""r"": 1.32075027, ""class"": ""SF""}, {""r"": 1.50942888, ""class"": ""SF""}, {""r"": 1.69810749, ""class"": ""SF""}, {""r"": 1.8867861, ""class"": ""Bad_SNR (Lineless)""}]",10.686548686647233,10.58186094816278,120.085,[-18.1927 -18.7525 -19.8132 -21.0583 -21.7085 -21.9834 -22.2781]
1-76425,10511-3704,0.863550345712069,Lineless,Lineless,Lineless,,False,,10.471152303633303,10.29074893910876,140.037,[-13.2334 -15.011  -18.2446 -20.0085 -20.7831 -21.1361 -21.4077]
1-76593,10511-6101,29.087768084967323,SF,SF,SF,,False,"[{""r"": 0.26504204, ""class"": ""SF""}, {""r"": 0.53008408, ""class"": ""SF""}, {""r"": 0.7951261199999999, ""class"": ""SF""}, {""r"": 1.06016816, ""class"": ""SF""}, {""r"": 1.3252102, ""class"": ""SF""}, {""r"": 1.5902522399999999, ""class"": ""SF""}, {""r"": 1.8552942799999999, ""class"": ""SF""}, {""r"": 2.12033632, ""class"": ""SF""}, {""r"": 2.38537836, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.6504204, ""class"": ""Bad_SNR (Lineless)""}]",9.563263883848546,9.544271494674298,41.9999,[-15.9892 -16.3176 -17.1993 -18.2807 -18.8946 -19.1832 -19.4486]
1-214291,10511-6102,1.3099852417054263,eLIER,LIER,Bad_SNR (Lineless),0.9838170900000002,False,"[{""r"": 0.10931301, ""class"": ""LIER""}, {""r"": 0.21862602, ""class"": ""LIER""}, {""r"": 0.32793903, ""class"": ""LIER""}, {""r"": 0.43725204, ""class"": ""LIER""}, {""r"": 0.54656505, ""class"": ""LIER""}, {""r"": 0.65587806, ""class"": ""LIER""}, {""r"": 0.7651910700000001, ""class"": ""LIER""}, {""r"": 0.8745040800000001, ""class"": ""LIER""}, {""r"": 0.9838170900000002, ""class"": ""LIER""}, {""r"": 1.0931301000000002, ""class"": ""Bad_SNR (Lineless)""}]",10.546876892234971,10.48465140434551,42.8959,[-14.7133 -15.812  -18.4501 -20.1159 -20.9947 -21.3806 -21.5955]
1-213731,10511-6103,0.179975395928859,Lineless,Lineless,Lineless,,False,,10.858377164857943,10.756684783008158,155.455,[-13.4025 -14.718  -19.2892 -20.9311 -21.737  -22.0853 -22.3973]
1-214296,10511-6104,0.6701052968376069,Lineless,Lineless,Lineless,,False,,10.989501431566644,10.906828865210528,149.512,[-15.2769 -17.0774 -19.5673 -21.4201 -22.1512 -22.5093 -22.8429]
1-214286,10511-9101,3.518420393930635,SF,SF,Bad_SNR (Lineless),,False,"[{""r"": 0.18787003, ""class"": ""SF""}, {""r"": 0.37574006, ""class"": ""SF""}, {""r"": 0.56361009, ""class"": ""SF""}, {""r"": 0.75148012, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 0.93935015, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.12722018, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.31509021, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.50296024, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.69083027, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.8787003, ""class"": ""Bad_SNR (Lineless)""}]",10.812642673436372,10.638359448401479,131.934,[-15.1293 -16.9302 -19.4229 -21.0232 -21.7698 -22.1249 -22.402 ]
1-605502,10511-9102,0.3269081119178313,Lineless,Lineless,Lineless,,False,,11.215150923362524,11.073850267873155,33.3158,[-15.6024 -16.8451 -19.9407 -21.8289 -22.6329 -23.0057 -23.2455]
1-605601,10512-12701,8.83407688150134,SF,SF,SF,,False,"[{""r"": 0.16180987, ""class"": ""LIER""}, {""r"": 0.32361974, ""class"": ""SF""}, {""r"": 0.48542960999999996, ""class"": ""SF""}, {""r"": 0.64723948, ""class"": ""SF""}, {""r"": 0.80904935, ""class"": ""SF""}, {""r"": 0.97085922, ""class"": ""SF""}, {""r"": 1.13266909, ""class"": ""SF""}, {""r"": 1.29447896, ""class"": ""SF""}, {""r"": 1.4562888299999999, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.6180986999999998, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.7799085699999997, ""class"": ""Bad_SNR (Lineless)""}]",10.78023015640979,10.717150202853889,9.86128,[-17.0292 -17.6663 -19.5486 -20.9472 -21.6168 -21.9815 -22.2282]
