mangaid,plateifu,ewha_1re,classification,classification_in_1psf,classification_out_1psf,last_lier_re,sy_annulus_flag,baseline_radial_profile,log_sersic_mass,log_elpetro_mass,phi,nsa_sersic_absmag [FNugriz]
1-48157,10001-12701,27.557971069930066,SF,SF,SF,,False,"[{""r"": 0.27296488, ""class"": ""SF""}, {""r"": 0.54592976, ""class"": ""SF""}, {""r"": 0.8188946400000001, ""class"": ""SF""}, {""r"": 1.09185952, ""class"": ""SF""}, {""r"": 1.3648244, ""class"": ""SF""}, {""r"": 1.63778928, ""class"": ""SF""}, {""r"": 1.91075416, ""class"": ""SF""}, {""r"": 2.18371904, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.45668392, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.7296488, ""class"": ""Bad_SNR (Lineless)""}]",9.486856770836832,9.428999281013443,69.2463,[-16.2982 -16.7751 -17.7885 -18.7652 -19.198  -19.3399 -19.5112]
1-48188,10001-12702,10.624853989373296,SF,SF,SF,,False,"[{""r"": 0.22410734, ""class"": ""SF""}, {""r"": 0.44821468, ""class"": ""SF""}, {""r"": 0.67232202, ""class"": ""SF""}, {""r"": 0.89642936, ""class"": ""SF""}, {""r"": 1.1205367, ""class"": ""SF""}, {""r"": 1.34464404, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.56875138, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.79285872, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.0169660599999997, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.2410733999999994, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.465180739999999, ""class"": ""Bad_SNR (Lineless)""}]",9.727675428416093,9.666748170493861,12.5169,[-15.9069 -16.1283 -17.2297 -18.6212 -19.2269 -19.4753 -19.6569]
1-55648,10001-12703,13.262028254228856,SF,SF,SF,,False,"[{""r"": 0.24912436, ""class"": ""SF""}, {""r"": 0.49824872, ""class"": ""SF""}, {""r"": 0.74737308, ""class"": ""SF""}, {""r"": 0.99649744, ""class"": ""SF""}, {""r"": 1.2456218, ""class"": ""SF""}, {""r"": 1.4947461599999998, ""class"": ""SF""}, {""r"": 1.7438705199999998, ""class"": ""SF""}, {""r"": 1.9929948799999997, ""class"": ""SF""}, {""r"": 2.2421192399999996, ""class"": ""SF""}, {""r"": 2.4912436, ""class"": ""Bad_SNR (Lineless)""}]",10.13651446613351,9.974958652419431,51.5052,[-15.9552 -16.3769 -17.9056 -19.319  -20.0264 -20.3184 -20.5965]
1-55616,10001-12704,16.662518686160713,SF,SF,SF,,False,"[{""r"": 0.2916641, ""class"": ""SF""}, {""r"": 0.5833282, ""class"": ""SF""}, {""r"": 0.8749923, ""class"": ""SF""}, {""r"": 1.1666564, ""class"": ""SF""}, {""r"": 1.4583205, ""class"": ""SF""}, {""r"": 1.7499846, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.0416486999999996, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.3333128, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.6249769, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.9166410000000003, ""class"": ""Bad_SNR (Lineless)""}]",9.632117012183734,9.625145699270158,81.0961,[-14.2399 -14.8621 -16.5917 -17.9523 -18.7352 -19.1285 -19.4321]
1-55784,10001-12705,24.84847738565022,SF,SF,SF,,False,"[{""r"": 0.26926405, ""class"": ""SF""}, {""r"": 0.5385281, ""class"": ""SF""}, {""r"": 0.8077921499999999, ""class"": ""SF""}, {""r"": 1.0770562, ""class"": ""SF""}, {""r"": 1.3463202499999998, ""class"": ""SF""}, {""r"": 1.6155842999999996, ""class"": ""SF""}, {""r"": 1.8848483499999995, ""class"": ""SF""}, {""r"": 2.1541123999999994, ""class"": ""SF""}, {""r"": 2.4233764499999992, ""class"": ""SF""}, {""r"": 2.692640499999999, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.961904549999999, ""class"": ""Bad_SNR (Lineless)""}]",10.113518872629513,9.984605164340124,132.903,[-17.0919 -17.6654 -18.6451 -19.7316 -20.2986 -20.6136 -20.792 ]
1-55567,10001-1901,12.762126513043482,SF,SF,Bad_SNR (Lineless),,False,"[{""r"": 0.25635094999999997, ""class"": ""SF""}, {""r"": 0.5127018999999999, ""class"": ""SF""}, {""r"": 0.7690528499999999, ""class"": ""SF""}, {""r"": 1.0254037999999999, ""class"": ""SF""}, {""r"": 1.2817547499999997, ""class"": ""SF""}, {""r"": 1.5381056999999996, ""class"": ""SF""}, {""r"": 1.7944566499999994, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.0508075999999993, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.307158549999999, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.563509499999999, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.819860449999999, ""class"": ""Bad_SNR (Lineless)""}]",9.127156651326711,9.13950127473591,92.5268,[-10.7937 -12.6363 -15.3117 -16.5938 -17.4238 -17.8344 -18.1493]
1-48201,10001-1902,0.2310405806383464,Lineless,Lineless,Lineless,,False,,10.16240906022107,10.05560383069523,153.782,[-12.62   -14.1352 -17.3663 -19.2871 -19.9076 -20.4572 -20.5712]
1-48111,10001-3701,0.1486092288620689,Lineless,Lineless,Lineless,,False,,9.836674701776284,9.712998848471644,177.501,[-10.2819 -13.4754 -16.7543 -18.4296 -19.1764 -19.5639 -19.838 ]
1-48136,10001-3702,22.98070470319635,SF,SF,SF,,False,"[{""r"": 0.14093395, ""class"": ""SF""}, {""r"": 0.2818679, ""class"": ""SF""}, {""r"": 0.42280185000000003, ""class"": ""SF""}, {""r"": 0.5637358, ""class"": ""SF""}, {""r"": 0.70466975, ""class"": ""SF""}, {""r"": 0.8456037, ""class"": ""SF""}, {""r"": 0.9865376499999999, ""class"": ""SF""}, {""r"": 1.1274716, ""class"": ""SF""}, {""r"": 1.26840555, ""class"": ""SF""}, {""r"": 1.4093395, ""class"": ""Bad_SNR (Lineless)""}]",9.836272199852367,9.85250134185775,138.512,[-16.4627 -16.9182 -17.9689 -18.9416 -19.6003 -19.7976 -19.8832]
1-55612,10001-3703,22.208809192982457,SF,SF,SF,,False,"[{""r"": 0.34975255, ""class"": ""SF""}, {""r"": 0.6995051, ""class"": ""SF""}, {""r"": 1.04925765, ""class"": ""SF""}, {""r"": 1.3990102, ""class"": ""SF""}, {""r"": 1.74876275, ""class"": ""SF""}, {""r"": 2.0985153, ""class"": ""SF""}, {""r"": 2.4482678499999997, ""class"": ""SF""}, {""r"": 2.7980203999999995, ""class"": ""SF""}, {""r"": 3.1477729499999993, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 3.497525499999999, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 3.847278049999999, ""class"": ""Bad_SNR (Lineless)""}]",9.573641965438451,9.49261513442948,169.053,[-15.2821 -15.8487 -16.8117 -18.0929 -18.7768 -19.1144 -19.4142]
1-48223,10001-3704,1.210708664742857,cLIER,LIER,Bad_SNR (Lineless),0.77490028,False,"[{""r"": 0.19372507, ""class"": ""LIER""}, {""r"": 0.38745014, ""class"": ""LIER""}, {""r"": 0.58117521, ""class"": ""LIER""}, {""r"": 0.77490028, ""class"": ""LIER""}, {""r"": 0.9686253499999999, ""class"": ""SF""}, {""r"": 1.1623504199999999, ""class"": ""SF""}, {""r"": 1.3560754899999998, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.5498005599999998, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.7435256299999997, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.9372506999999997, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.1309757699999996, ""class"": ""Bad_SNR (Lineless)""}]",10.338426609928648,10.234894217080955,53.0979,[-14.4865 -15.5872 -18.1062 -19.8101 -20.5015 -20.86   -21.1384]
1-55683,10001-6101,0.383822473578125,Lineless,Lineless,Lineless,,False,,10.89751547976021,10.985501918897665,159.86,[-14.1924 -15.8607 -18.9225 -20.4849 -21.9837 -22.2866 -22.5912]
1-48116,10001-6102,9.853817939202656,Sy,Sy,SF,,True,"[{""r"": 0.23922992, ""class"": ""Sy""}, {""r"": 0.47845984, ""class"": ""Sy""}, {""r"": 0.7176897600000001, ""class"": ""Sy""}, {""r"": 0.95691968, ""class"": ""SF""}, {""r"": 1.1961496, ""class"": ""SF""}, {""r"": 1.4353795200000001, ""class"": ""SF""}, {""r"": 1.6746094400000002, ""class"": ""SF""}, {""r"": 1.9138393600000003, ""class"": ""SF""}, {""r"": 2.1530692800000004, ""class"": ""SF""}, {""r"": 2.3922992000000005, ""class"": ""Bad_SNR (Lineless)""}]",10.35388354706021,10.270639247175787,65.8374,[-15.8638 -16.5138 -18.2822 -19.6968 -20.5237 -20.9563 -21.2108]
1-48208,10001-6103,0.3381481503035714,Lineless,Lineless,Lineless,,False,,10.611680832142287,10.50156724026579,32.0745,[-14.0081 -15.556  -18.5263 -20.3622 -21.1516 -21.5044 -21.7619]
1-55529,10001-6104,0.9258788200215384,Lineless,Lineless,Lineless,,False,,11.111440631985133,10.996463073984078,146.271,[-15.158  -16.7075 -19.7097 -21.5261 -22.4718 -22.743  -22.9939]
1-48189,10001-9101,25.75641427163461,SF,SF,SF,,False,"[{""r"": 0.2883657, ""class"": ""SF""}, {""r"": 0.5767314, ""class"": ""SF""}, {""r"": 0.8650971000000001, ""class"": ""SF""}, {""r"": 1.1534628, ""class"": ""SF""}, {""r"": 1.4418285, ""class"": ""SF""}, {""r"": 1.7301942, ""class"": ""SF""}, {""r"": 2.0185599, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.3069256, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.5952913, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.883657, ""class"": ""Bad_SNR (Lineless)""}]",9.3754715676292,9.578839695438267,70.897,[-16.9549 -17.2411 -18.2869 -19.2694 -19.6588 -19.6918 -19.8925]
1-55552,10001-9102,1.0128036556872038,eLIER,LIER,Bad_SNR (Lineless),0.5977616400000001,False,"[{""r"": 0.08539452, ""class"": ""LIER""}, {""r"": 0.17078904, ""class"": ""LIER""}, {""r"": 0.25618356, ""class"": ""LIER""}, {""r"": 0.34157808, ""class"": ""LIER""}, {""r"": 0.42697260000000004, ""class"": ""LIER""}, {""r"": 0.5123671200000001, ""class"": ""LIER""}, {""r"": 0.5977616400000001, ""class"": ""LIER""}, {""r"": 0.6831561600000001, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 0.7685506800000002, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 0.8539452000000002, ""class"": ""Bad_SNR (Lineless)""}]",10.854558041696281,10.743250992380586,115.745,[-13.969  -15.7607 -19.0559 -20.8561 -21.7072 -22.1198 -22.4359]
51-100,10141-12701,59.39737433333333,SF,SF,SF,,False,"[{""r"": 1.5952701, ""class"": ""SF""}, {""r"": 3.1905402, ""class"": ""SF""}, {""r"": 4.7858103, ""class"": ""SF""}, {""r"": 6.3810804, ""class"": ""SF""}, {""r"": 7.976350500000001, ""class"": ""SF""}, {""r"": 9.571620600000001, ""class"": ""SF""}, {""r"": 11.166890700000002, ""class"": ""SF""}, {""r"": 12.762160800000002, ""class"": ""SF""}, {""r"": 14.357430900000002, ""class"": ""SF""}, {""r"": 15.952701000000003, ""class"": ""Bad_SNR (Lineless)""}]",,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-101,10141-12702,5.805282766666667,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),,False,,,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-102,10141-12703,55.52364355555555,SF,SF,SF,,False,"[{""r"": 1.56927, ""class"": ""SF""}, {""r"": 3.13854, ""class"": ""SF""}, {""r"": 4.70781, ""class"": ""SF""}, {""r"": 6.27708, ""class"": ""SF""}, {""r"": 7.846349999999999, ""class"": ""SF""}, {""r"": 9.415619999999999, ""class"": ""SF""}, {""r"": 10.984889999999998, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 12.554159999999998, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 14.123429999999997, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 15.692699999999997, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 17.261969999999998, ""class"": ""Bad_SNR (Lineless)""}]",,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-103,10141-12704,1.5811289222222222,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),,False,,,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-104,10141-12705,4.888809822222222,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),,False,,,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-105,10141-9101,28.595477,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),,False,,,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-106,10141-9102,1.5534272666666666,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),,False,,,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-107,10142-12701,4.476723522222223,SF,SF,SF,,False,"[{""r"": 1.5890492999999999, ""class"": ""SF""}, {""r"": 3.1780985999999998, ""class"": ""SF""}, {""r"": 4.767147899999999, ""class"": ""SF""}, {""r"": 6.3561971999999995, ""class"": ""SF""}, {""r"": 7.9452465, ""class"": ""SF""}, {""r"": 9.534295799999999, ""class"": ""SF""}, {""r"": 11.123345099999998, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 12.712394399999997, ""class"": ""SF""}, {""r"": 14.301443699999997, ""class"": ""SF""}, {""r"": 15.890492999999996, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 17.479542299999995, ""class"": ""Bad_SNR (Lineless)""}]",,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-108,10142-12702,4.705005622222222,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),,False,,,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-109,10142-12703,86.15352477777778,SF,SF,SF,,False,"[{""r"": 1.5890027999999998, ""class"": ""SF""}, {""r"": 3.1780055999999997, ""class"": ""SF""}, {""r"": 4.7670084, ""class"": ""SF""}, {""r"": 6.356011199999999, ""class"": ""SF""}, {""r"": 7.945013999999999, ""class"": ""SF""}, {""r"": 9.534016799999998, ""class"": ""SF""}, {""r"": 11.123019599999997, ""class"": ""SF""}, {""r"": 12.712022399999997, ""class"": ""SF""}, {""r"": 14.301025199999996, ""class"": ""SF""}, {""r"": 15.890027999999996, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 17.479030799999997, ""class"": ""Bad_SNR (Lineless)""}]",,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-110,10142-12704,19.854917,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),,False,,,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-111,10142-12705,3.429093088888889,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),,False,,,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-112,10142-9101,10.886023388888889,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),,False,,,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-113,10142-9102,3.2222029222222224,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),,False,,,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-114,10143-12701,2.3302327000000003,Bad_SNR (Lineless),Bad_SNR (Lineless),SF,,False,,,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-115,10143-12702,4.059438922222223,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),,False,,,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-116,10143-12703,33.544989888888885,Bad_SNR (Lineless),Bad_SNR (Lineless),SF,,False,,,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-117,10143-12704,5.138327477777778,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),,False,,,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-118,10143-12705,8.376116522222222,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),,False,,,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-119,10143-9101,28.439433,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),,False,,,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-120,10143-9102,4.991727411111111,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),,False,,,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-121,10144-12701,3.3690475777777773,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),,False,,,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-122,10144-12702,20.00960511111111,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),,False,,,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-123,10144-12703,29.521744777777783,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),,False,,,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-124,10144-12704,7.864424622222223,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),,False,,,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-125,10144-12705,40.444566888888886,SF,SF,Bad_SNR (Lineless),,False,"[{""r"": 1.5508028, ""class"": ""SF""}, {""r"": 3.1016056, ""class"": ""SF""}, {""r"": 4.6524084000000006, ""class"": ""SF""}, {""r"": 6.2032112, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 7.754014, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 9.3048168, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 10.855619599999999, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 12.406422399999999, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 13.957225199999998, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 15.508027999999998, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 17.0588308, ""class"": ""Bad_SNR (Lineless)""}]",,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-126,10144-9101,2.4343600111111114,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),,False,,,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-127,10144-9102,1.1411218044444444,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),,False,,,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-128,10145-12701,15.08238838888889,SF,SF,SF,,False,"[{""r"": 1.5692698999999999, ""class"": ""SF""}, {""r"": 3.1385397999999998, ""class"": ""SF""}, {""r"": 4.707809699999999, ""class"": ""SF""}, {""r"": 6.2770795999999995, ""class"": ""SF""}, {""r"": 7.8463495, ""class"": ""SF""}, {""r"": 9.415619399999999, ""class"": ""SF""}, {""r"": 10.984889299999999, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 12.554159199999999, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 14.1234291, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 15.692699, ""class"": ""Bad_SNR (Lineless)""}]",,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-129,10145-12702,11.053749711111111,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),,False,,,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-130,10145-12703,7.5931803111111105,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),,False,,,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-131,10145-12704,7.215532166666667,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),,False,,,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-132,10145-12705,51.56455166666667,Bad_SNR (Lineless),Bad_SNR (Lineless),SF,,False,,,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-133,10145-9101,7.471195877777777,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),,False,,,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-134,10145-9102,2.552908651111112,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),,False,,,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-135,10146-12701,10.35791411111111,SF,SF,SF,,False,"[{""r"": 1.6000013, ""class"": ""SF""}, {""r"": 3.2000026, ""class"": ""SF""}, {""r"": 4.8000039, ""class"": ""SF""}, {""r"": 6.4000052, ""class"": ""SF""}, {""r"": 8.0000065, ""class"": ""SF""}, {""r"": 9.6000078, ""class"": ""SF""}, {""r"": 11.2000091, ""class"": ""SF""}, {""r"": 12.800010400000001, ""class"": ""SF""}, {""r"": 14.400011700000002, ""class"": ""SF""}, {""r"": 16.000013000000003, ""class"": ""Bad_SNR (Lineless)""}]",,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-136,10146-12702,18.06200077777778,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),,False,,,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-137,10146-12703,10.294746555555555,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),,False,,,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-138,10146-12704,13.139239866666664,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),,False,,,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-139,10146-12705,6.415177322222222,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),,False,,,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-140,10146-9101,3.704309,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),,False,,,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-141,10146-9102,19.17135277777778,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),,False,,,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-142,10147-12701,8.954850666666665,SF,SF,SF,,False,"[{""r"": 1.5692698999999999, ""class"": ""SF""}, {""r"": 3.1385397999999998, ""class"": ""SF""}, {""r"": 4.707809699999999, ""class"": ""SF""}, {""r"": 6.2770795999999995, ""class"": ""SF""}, {""r"": 7.8463495, ""class"": ""SF""}, {""r"": 9.415619399999999, ""class"": ""SF""}, {""r"": 10.984889299999999, ""class"": ""SF""}, {""r"": 12.554159199999999, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 14.1234291, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 15.692699, ""class"": ""Bad_SNR (Lineless)""}]",,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-143,10147-12702,2.899272677777778,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),,False,,,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-144,10147-12703,11.62506777777778,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),,False,,,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-145,10147-12704,27.614593666666664,Bad_SNR (Lineless),Bad_SNR (Lineless),SF,,False,,,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-146,10147-12705,5.0200186,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),,False,,,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-147,10147-9101,3.043335411111111,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),,False,,,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-148,10147-9102,2.612723855555556,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),,False,,,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-149,10148-12701,2.082780155555556,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),,False,,,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-150,10148-12702,36.131964222222216,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),,False,,,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-151,10148-12703,10.153374777777778,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),,False,,,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-152,10148-12704,5.4841938444444445,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),,False,,,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-153,10148-12705,4.410042055555556,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),,False,,,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-154,10148-9101,2.819765333333333,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),,False,,,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-155,10148-9102,5.538698266666667,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),,False,,,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-156,10149-12701,20.349538666666668,SF,SF,SF,,False,"[{""r"": 1.5652224000000001, ""class"": ""SF""}, {""r"": 3.1304448000000002, ""class"": ""SF""}, {""r"": 4.695667200000001, ""class"": ""SF""}, {""r"": 6.2608896000000005, ""class"": ""SF""}, {""r"": 7.826112, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 9.3913344, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 10.9565568, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 12.5217792, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 14.087001599999999, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 15.652223999999999, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 17.2174464, ""class"": ""Bad_SNR (Lineless)""}]",,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-157,10149-12702,19.564179888888887,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),,False,,,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-158,10149-12703,18.206634333333334,Bad_SNR (Lineless),Bad_SNR (Lineless),SF,,False,,,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
51-159,10149-12704,5.301824655555556,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),,False,,,,-9999.0,[-9999. -9999. -9999. -9999. -9999. -9999. -9999.]
